"Artikelnummer";"Name";"Kategorie";"Beschreibung";"EK";"Lieferanten Nr.";"Geändert";"VK Verkaufspreis "
"1445";"PV- Speicher SolarEdge 19,4 kWh";"";"SolarEdge Premium Batterie 3 Phasig:



- Modular erweiterbar
- 10 Jahre Garantie 
- Gewicht pro Batteriemodul 54,7 kg 
- Zellchemie: Lithium-Eisenphosphat 
- -P65 geschützt
- Dimensionen (B x H x T): 540 x 500 x 240 mm pro Batteriemodul";"6013.24";"";"02.07.25";"7817.21"
"";"PV - Speicher SolarEdge 24,25 kW";"SP";"SolarEdge Premium Batterie 3 Phasig:

- Kapazität modular Erweiterbar 
- 10 Jahre Garantie
- Gewicht pro Batteriemodul 54,7 kg
- Zellchemie: Lithium-Eisenphosphat
- IP65 geschützt
- Dimensionen (B x H x T): 540 x 500 x 240 mm pro Batteriemodul";"7357.91";"";"02.07.25";"9565.28"
"1198";"PV - Speicher SolarEdge 4,85 kWh";"SP";"SolarEdge Premium Batterie 3 Phasig:






- Modular erweiterbar
- 10 Jahre Garantie
- Gewicht pro Batteriemodul 54,7 kg
- Zellchemie: Lithium-Eisenphosphat
- IP65 geschützt
- Dimensionen (B x H x T): 540 x 500 x 240 mm pro Batteriemodul";"1661.95";"";"02.07.25";"2160.54"
"1569";"Satteldach DC-Montage pro Modul";"";"- Montage der Module bis zum Speicher mit integrierten bzw. externen Wechselrichter inkl. Verkabelung aller Module
- Vertragsbestandteil der DC Kabelführung ist der kürzeste Weg (PV-Module zu Wechselrichter)Änderungen sind aufpreispflichtig";"58";"";"01.07.25";"84.5"
"1249";"SolarEdge Optimierer S440 490 Watt";"";"- S440-1GM4MRM 
- Maximale Leistung auf Modulebene 
- nicht der ganze String durch Verschattung betroffen 
- kontinuierliches MPP-Tracking 
- Monitoring auf Modulbasis möglich 
- mehr Leistung bei Verschattung und verschiedenen Ausrichtungen 
- Module verschiedener Leistungsklassen kombinierbar ohne Verluste 
- Erkennt abnormales Verhalten von PV-Steckern, - verhindert potenzielle Sicherheitsprobleme. 
- 25 Jahre Herstellergarantie";"35.54";"";"01.07.25";"49.75"
"1251";"Hybrid - Wechselrichter SolarEdge StorEdge SE5K-RWS";"";"- SolarEdge SE5K-RWB oder RWS wenn RWB nicht verfügbar 
- Hybrid Wechselrichter für SolarEdge Optimierer und 48 V Batterien 
- DC-Nennspannung 750 Vdc 
- Wirkungsgrad: 97,3 % 
- Schutzklasse: IP65 
- Standardgarantie: 12 Jahre (optional Garantieverlängerung auf 25 Jahre +585€)";"561";"";"01.07.25";"729.3"
"1238";"Hybrid - Wechselrichter SolarEdge RWS 10 kW";"";"- SE10K-RWS48BEN4 oder vergleichbar 
- Verlängerung auf 20 Jahre Herstellergarantie enthalten. Siehe Tabelle unten, bis 25 Jahre.
- SolarEdge Optimierer Schnittstelle 
- Batteriefähig 
- App Management 
- Für Innen- und Außeninstallationen geeignet";"906";"";"01.07.25";"1177.8"
"2025";"BYD HVS Batterie 7.7kWh mit Fronius Symo GEN24 10.0 Plus Wechselrichter";"";"BYD Battery-Box Premium HVS 7.7 mit Fronius Symo GEN24 10.0 Plus


Lang erwartet und nun zum Greifen nah - die Hybrid-Wechselrichter der GEN24 Plus Serie von Fronius. Sowohl in Primo und Symo Ausführung mit zahlreichen topaktuellen Features ausgestattet. Diese reichen von einer vollständigen Palette an Kommunikationsschnittstellen bis hin zu flexiblen Not- / Ersatzstromfunktionen. Über den leistungsstarken Batterieanschluss können die HVS/HVM Serien von BYD angebunden werden. Diese Hochvolt-Serien sind die ideale Kombination für die GEN24 Serie von Fronius.Paketvorteile
- Max. Lade- und Entladeleistung: 6,76 kW
- Hocheffizientes DC gekoppeltes Hybridsystem
- Fronius PV Point und Ersatzstromfähigkeit
- Zeitlich unbegrenzte Nachrüstung der Batterie möglich
- Patentiertes, kabelloses Stecksystem von BYDProdukteigenschaften BYD Battery-Box Premium HVS 7.7
- Nutzbare Kapazität: 7,68 kWh
- Zelltechnologie: Lithium-Eisen-Phosphat-Technologie (LFP)
- Abmessungen: 995 x 585 x 298 mm (H x B x T)
- Gewicht: 129,0 kg
- Schutzklasse: IP 55
- Garantie: 10 Jahre
- Anwendung: On- / Offgrid, BackupProdukteigenschaften Fronius Symo GEN24 10.0 Plus
- Netzanschluss: 3-phasig
- AC Leistung: 10,0 kVA
- MPP-Tracker: 2
- Kommunikation: integrierter Datalogger und Webserver
- Schnittstellen: 2 x Ethernet, WLAN, 2 x RS485, 6 x dig. IN/OUT, 6 x dig. IN (FRE)
- Aktive Kühlung
- Abmessungen: 595 x 529 x 180 mm (H x B x T)
- Gewicht: 23,4 kg
- Schutzklasse: IP 66
- Garantie: 2 Jahre (Verlängerung auf 10 Jahre bei online Registrierung)";"4986";"";"30.06.25";"6481.8"
"1197";"Anmeldung MaStR";"";"Voller Service für Sie
- Anmeldung im Marktstammdatenregister";"20";"";"30.06.25";"120"
"2023";"DSZ15D";"";"";"80.04";"";"27.06.25";"104.05"
"2022";"Hager GD108N";"";"";"13.73";"";"27.06.25";"17.85"
"2021";"Stromwandlerklemmen für Messung";"";"- Hardwarepaket bestehend aus:
- 1 x MBS ROI 630A/1A 121-10103
- 3 x Rogowskispulen FASK-100 ( Anschlussleitung 3m) 121-10001
- wird benötigt bei doppelten Hausanschluss";"809";"";"23.06.25";"1132.6"
"2020";"Wechselrichter Chint 350kW";"";"SCH350K-T-EU
- 15 MPPTs with Max. Efficiency 99%
- DC/AC ratio 150%+
- Max. input current 20A per string,
- compatible with 700Wp+ module
- Superb temperature performance,
- full power at 45oC
- Comprehensive range of communication interfaces (RS485/Wi-Fi/Ethernet/PLC/CAN)
- Q at night function
- Smart string monitoring based on I-V curve scanning and diagnosis
- IP66&amp;C5 protection
- Type II SPD for both DC and AC
- Full range of grid monitoring and protection
- Built-in anti-PID and PID recovery function";"6390";"";"18.06.25";"8307"
"2016";"Wechselrichter Chint 125 kW";"";"SCA125K-T-EU
 
- 12 MPPTs with Max. Efficiency 98.5%
- 30A per MPPT
- MPPT Operating Voltage Range 200 - 950Vdc
-  Superb temperature performance, full power at 50°C(SCA100K-T-EU)
- &gt;150% DC/AC ratio
- Communication interfaces [RS485/Wi-Fi (Standard) &amp; 4G (Optional)]
- Built-in Bluetooth and App for local and remote monitoring
- Support zero export by meter+CT
- IP66&amp;C5 protection
- Number of DC Connection Sets per MPPT 2";"3098";"";"18.06.25";"4027.4"
"2019";"Longi Hi-MO 7 LR8-48HGD 450 W Glas/Glas ";"";"Exklusiv für gewerbliche Aufdachanlagen entwickelt
- Full Black 
- Glas / Glas Modul
- 30 Jahre Garantie auf die Leistung &amp; 15 Jahre Produktgarantie 
- Die patentierte N-TOPCon Technologie ermöglicht deutlich verbesserte Diffuslichteigenschaften, eine höhere Bifazialität, einen niedrigeren Temperaturkoeffizienten und eine geringere Degradation.
- Durch N-Type Zellen nicht anfällig für den lichtinduzierten Degradationseffekt (LID) und weisen auch nach Jahren nur minimale Verschleißerscheinungen auf.
- Maße 1762 x 1134 x 30mm";"45.63";"";"18.06.25";"59.32"
"2018";"PV Combiner Box DC 2 In 1 Out";"";"  2 In 1 Out

- 32A
- 1000V
- IP65";"84.3";"";"18.06.25";"109.59"
"2017";"DAS-Solar DAS-DH96NE 450W Glas/Glas";"";"- Full Black 
- Glas / Glas Modul
- 30 Jahre Garantie auf die Leistung &amp; 15 Jahre Produktgarantie 
- Die patentierte N-TOPCon Technologie ermöglicht deutlich verbesserte Diffuslichteigenschaften, eine höhere Bifazialität, einen niedrigeren Temperaturkoeffizienten und eine geringere Degradation.
- Durch N-Type Zellen nicht anfällig für den lichtinduzierten Degradationseffekt (LID) und weisen auch nach Jahren nur minimale Verschleißerscheinungen auf.
- Maße 1762 x 1134 x 30mm";"43.65";"";"18.06.25";"56.75"
"2014";"PV Combiner Box DC 4 in 1 Out";"";"- 4 in 1 Out
- IP65
- 63 A
- 1000V
- Leistungsschalter";"88.36";"";"17.06.25";"114.87"
"1901";"Goodwe  Combox";"";"GoodWe SEC1000




- Kommunikationsmodus zum Wechselrichter: RS485
- Einbindung bis zu 60 Wechselrichter
- Verbrauchsvisualisierung, Monitoring
- Kommunikation mit Rundsteuerempfänger
- 230 V Stromversorgung
- IP 65
- Maß: 420 × 320 × 131 mm (HxBxT)
- Gewicht: 4,0 kg";"480";"";"17.06.25";"624"
"2015";"GoodWe EzLogger Pro";"";"- Kommunikation: 3x RS485
- Bis zu 20 Wechselrichter je RS485 Schnittstelle
- Anschluss an Rundsteuerempfänger
- Monitoring im SEMS-Portal - keine Verbrauchsvisualisierung
- IP 20
- Maß: 118 × 190 × 37 mm (HxBxT)
- Gewicht: 0,5 kg";"130";"";"17.06.25";"169"
"1904";"GoodWe HT - GW250K-HT";"";"- Netzanschluss: 800 V, 3-Phasig
- AC Leistung: 250 kVA
- MPPT-Spannungsbereich von 500 - 1500 V
- MPP-Tracker: 12
- Stringanschlüsse je MPP-Tracker: 2
- Max. Eingangsstrom pro MPPT: 30 A
- Max. Kurzschlussstrom pro MPPT: 50 A
- Maß: 678 x 1091 x 341 mm (HxBxT)
- Schutzgrad: IP 66
- Gewicht: 111 kg
- Garantie: 5 Jahre";"5000";"";"17.06.25";"6500"
"2013";"Janitza UMG 605-PRO Netzanalysator";"";"- Zugang zur leistungsfähigen Geräte-Homepage über Webbrowser
- Ständige Verfügbarkeit der Messdaten
- Keine Softwareinstallation notwendig
- Onlinedaten, historische Daten u.v.m. direkt über die Geräte-Homepage abrufbar
- Funktionserweiterung durch APPs möglich
- Fernbedienung des Gerätedisplays über die Homepage
- Integrierte PQ-Watchdogs
- Hyperlinks liefern detailliertere Informationen
- Integrierter Messwertmonitor
- Übersicht über Ereignisse und Transienten im Netz
- Komfortable Auswahl des Berechnungsmodus zur Anzeige der Messdaten nach Norm IEC 61000-2-4 oder EN 50160 (Gilt für das UMG 605-PRO und UMG 512-PRO)";"1300";"";"17.06.25";"1690"
"2012";"Wechselrichter Chint 275 kW";"";"CPS SCH275KTL-DO/EU
- Eingangsspannung 500 - 1450 V
- MPPT 12/6
- 1100 x 600 x 337 mm (B x H x T)
- 105 kg
- Temperaturumgebung -30°C bis +60°C";"9500";"";"17.06.25";"12350"
"1859";"Ölflex 5x6";"Kabel";"Eca YSLY-JZ 5x6 ";"3.88";"";"16.06.25";"5.04"
"1993";"PV- Speicher Chint 15 kWh";"PV- Speicher";"- Chint HV- Battery Residential
- Integrierter Frostschutz
- 0,8C Ent-/Beladeleistung 
- IP66 geschützt
- Jederzeit erweiterbar bis zu 240 kWh
- 10 Jahre Produktgarantie ";"2905";"";"16.06.25";"4212.25"
"1948";"Rabatt Werbeschild Carport";"";"";"0";"";"16.06.25";"0"
"1666";"PV - Speicher BYD HVM Batteriemodul 2,76 kWh Batteriemodul";"";"- BYD Modul HVM 2,76 kWh zur Nachrüstung eines bestehenden Batterieturms";"890";"";"14.06.25";"1157"
"1980";"Hybrid - Wechselrichter Chint 15 kW     ";"Hybrid- WR";"- Chint ECH15K-TH-EU
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- 2 Batterieausgänge
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
-  0.8 C Entladerate
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"1338";"";"13.06.25";"1940.1"
"1899";"TW- Solar 430W Glas/Folie ";"Modul";"Hochleistungsmodul  TWMND-54HB 430W, Black Frame
- Full Back 
- Glas / Folie Modul
- 30 Jahre Garantie auf 87,4% der Leistung &amp; 15 Jahre Produktgarantie
- Die patentierte N-TOPCon Technologie ermöglicht deutlich verbesserte Diffuslichteigenschaften, eine höhere Bifazialität, einen niedrigeren Temperaturkoeffizienten und eine geringere Degradation. 
- Durch N-Type Zellen nicht anfällig für den lichtinduzierten Degradationseffekt (LID) und weisen auch nach Jahren nur minimale Verschleißerscheinungen auf.
- Maße: 1722 x 1134 x 30 mm";"37.8";"";"11.06.25";"52.92"
"1012";"Elektrokleinmaterial";"KM";"";"44.03";"";"11.06.25";"57.24"
"2011";"Solar-Log 50 / Base Netzteil 24V";"";"- Hutschienenmontage
- 230V AC auf 24V DC";"17";"";"11.06.25";"22.1"
"2010";"Solar- Log Base 100 ";"";"- geeignet für Anlagen bis 100 kWp
- Upgrade auf 250 kWp über Erweiterungslizenz
- einfache Hutschienenmontage
- TFT-Display
- kompakte Bauform, nur 3 TE breit
- integrierte Analysefunktion für die Signalstärke
- Schnittstellen: 2 x RS485, 2 x Ethernet, 2 x USB
- I/O Kontakte für FRE über Zusatzmodul";"625";"";"11.06.25";"812.5"
"2007";"my-PV SOL-THOR DC Power-Manager ";"";"-  Steuerung für die Anbindung des Heizstabes ";"593.78";"";"10.06.25";"771.91"
"2006";"Jolywood 450W Glas/Glas Fullblack ";"";"Ausgelaufen!!!!!

Hochleistungsmodul JW-HD108N-R3-450W
- Full Back 
- Glas / Glas Modul und somit höchst widerstandsfähig 
- 30 Jahre Garantie auf 87,4% der Leistung &amp; 25 Jahre Produktgarantie
- Die patentierte N-TOPCon Technologie ermöglicht deutlich verbesserte Diffuslichteigenschaften, eine höhere Bifazialität, einen niedrigeren Temperaturkoeffizienten und eine geringere Degradation. 
- Durch N-Type Zellen nicht anfällig für den lichtinduzierten Degradationseffekt (LID) und weisen auch nach Jahren nur minimale Verschleißerscheinungen auf.
- Maße: 1762 x 1134 x 30 mm";"60";"";"05.06.25";"78"
"2005";"Trapez Unterkonstruktion pro Modul ";"";"- Montagesystem von K2 Systems oder vergleichbar
- Ausgelegt auf die Individuelle Dachkonstruktion
- Auf Wunsch auch in Vollschwarz verfügbar";"0";"";"05.06.25";"34.5"
"1981";"Hybrid - Wechselrichter Chint 18 kW    ";"Hybrid- WR";"- Chint ECH18K-TH-EU
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- 2 Batterieausgänge
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
-  0.8 C Entladerate
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"1395";"";"05.06.25";"2092.5"
"1977";"Hybrid - Wechselrichter Chint 8 kW  ";"Hybrid- WR";"- Chint ECH8K-TH-EU
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- 2 Batterieausgänge
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
-  0.8 C Entladerate
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"1071";"";"05.06.25";"1552.95"
"1985";"Wechselrichter Chint 5 KW ";"WR";"- Chint CPS SCA5KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"478";"";"05.06.25";"693.1"
"1991";"Wechselrichter Chint 25 KW      ";"WR";"- Chint CPS SCA25KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"960";"";"05.06.25";"1392"
"1984";"Wechselrichter Chint 60 KW ";"WR";"- Chint CPS SCA60KTL-T/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 5 Jahre Garantie
- IP66  geschützt";"1483";"";"05.06.25";"2150.35"
"1983";"Wechselrichter Chint 50 KW";"WR";"- Chint CPS SCA50KTL-T/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 5 Jahre Garantie
- IP66  geschützt";"1423";"";"05.06.25";"2063.35"
"1987";"Wechselrichter Chint 8 KW  ";"WR";"- Chint CPS SCA8KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"545";"";"05.06.25";"790.25"
"1986";"Wechselrichter Chint 5 KW  ";"WR";"- Chint CPS SCA6KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"480";"";"05.06.25";"696"
"1979";"Hybrid - Wechselrichter Chint 12 kW    ";"Hybrid- WR";"- Chint ECH12K-TH-EU
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- 2 Batterieausgänge
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
-  0.8 C Entladerate
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"1282";"";"05.06.25";"1858.9"
"1989";"Wechselrichter Chint 15 KW    ";"WR";"- Chint CPS SCA15KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"706";"";"05.06.25";"1023.7"
"1990";"Wechselrichter Chint 20 KW     ";"WR";"- Chint CPS SCA20KTL-T1/EU 
- Eingangsspannungsbereich von 160-1000 V
- MPP Tracker: 4
- Intelligente tou (time of use) Steuerung
- Hoher Wirkungsgrad von bis zu 99,9 %
- Integrierter Vollwertiger Ersatzstrom
- externe Anschlüsse, kein Öffnen des Wechselrichters nötig
- SG-Ready Kontakt vorhanden (zur Ansteuerung z.B. Wärmepumpe)
- 10 Jahre Garantie
- IP66  geschützt";"827";"";"05.06.25";"1199.15"
"1058";"Monteur Stunde";"";"- Zeitindekation
- Wird nach tatsächlicher Arbeitszeit berechnet";"40";"";"05.06.25";"80"
"1475";"Mikrowechselrichter Ecoflow 800 W";"Mikrowechselrichter";"-  EcoFlow-PowerStream-800W

- Hybrider Mikrowechselrichter der mit allen Powerstationen von EcoFlow kompatibel ist

- Monitoring und Steuerung über die EcoFlowApp (Smart Plug notwendig)

- DIY- Inbetriebnahme möglich

- Notstromversorgung möglich (mit Speicher)";"126.4";"";"05.06.25";"219"
"1668";"Chint 5 kWh Batteriemodul/Speichererweiterung ";"PV- Speicher";"- Batteriekapazität: 5 kWh
- Schutzklasse: IP66";"783";"";"05.06.25";"1096.2"
"1556";"Bitumenschindel Unterkonstruktion pro Modul";"";"- Montagesystem von K2 Systems oder vergleichbar 

- Ausgelegt auf die Individuelle Dachkonstruktion
- Auf Wunsch auch in Vollschwarz verfügbar";"55";"";"04.06.25";"87.5"
"1555";"Bitumenschindel DC-Montage pro Modul ";"";"- Montage der Module bis zum Speicher mit integrierten bzw. externen Wechselrichter inkl. Verkabelung aller Module
- Vertragsbestandteil der DC Kabelführung ist der kürzeste Weg (PV-Module zu Wechselrichter) Änderungen sind aufpreispflichtig";"50";"";"04.06.25";"79.95"
"2003";"Skonto 1,5% bei der Anzahlung";"";"";"0";"";"03.06.25";"-299.62"
"2002";"Aiko Neostar 3S+ 470W Glas/Glas";"Modul";"Das Glas/Glas Hochleistungsmodul Aiko Neostar 3S+ AIKO-A470-MCE54Dbüberzeugt mit einem spitzen Wirkungsgrad von bis zu 23,5% und hat dabei auch noch eine sehr ansprechende full-black Optik, ohne Kontakte auf der Zellvorderseite. 
So ist das Modul sogar mit einem reddot Desingaward belohnt worden.

- komplett schwarze Oberfläche
- geringere Zelltemperatur bei Verschattung
- hocheffizient &amp; ästhetisch
- 25 Jahre Produktgarantie
- 30 Jahre lineare Leistungsgarantie
- schwarzer Modulrahmen
- 2,0 mm beschichtetes Glas
- Abmessungen: 1762 × 1134 × 30 mm (H x B x T)
- +3 % positive Leistungstoleranz 
- TÜV Rheinland Zertifiziert
- Einzigartige Partielle Verschattungsoptimierung, erklärt im Video: --&gt; QR-Code scannen und Video anschauen!
-";"99.9";"";"02.06.25";"129.87"
"2001";"iRnergy Wechselrichter 800W";"";"- iRnergy Wechselrichter 800 W für Balkonkraftwerk
- PV Mikrowechselrichter Micro Wechselrichter MPPT
- 5 Meter AC-Kabel
- WLAN BT für Solarpanele";"73.94";"";"02.06.25";"96.12"
"2000";"Blechfalz Unterkonstruktion pro Modul ";"Dienstleistungen";"- Montagesystem von K2 Systems oder vergleichbar
- Ausgelegt auf die Individuelle Dachkonstruktion";"63";"";"02.06.25";"88.83"
"1999";"Open WB Wallbox 22 kW + Einbau TSG + Montage ";"Wallbox";"- Festes Ladekabel - 5 Meter (Typ 2)
- Kabelhalter
- Touchscreen
- RFID- Modul zubuchbar
- Montage bis 10m inklusive

- Darüber hinaus wird nach tatsächlichem Aufwand abgerechnet ( 20€ pro 1m Kabelweg, 50€ pro Durchbruch)
- Einbau TSG (Steuereinheit für den Netzbetreiber)";"2339";"";"01.06.25";"3040.7"
